sách hay lắm kể về các trường hợp mà nv gặp phải từ đó cho thấy họ k hoàn toàn bị điên hay có bệnh mà họ hoàn toàn bình thường đôi khi là tài năng nhưng nội tâm và nhân cách họ quá phức tạp lo âu phiền muộn đa nhân cách trầm cảm điên loạndày vò họ nòi chung đọc cuốn nhưng sao nay t đọc giữa đêm khuya tự nhiên thấy hơi sợ,Unknown,0.0
mới đọc sơ qua thôi nhưng thấy nội dung cũng khá hấp dẫn in ấn chữ viết bắt mắt điểm trừ đáng quan ngại ở đây là gói và giao hàng không có tâm sách không có bao ngoài dù nilon mỏng sách giao đến bị xước nhiều ngoài bìa và móp nhẹ ở đáy giao hàng đến sách chỉ được bỏ không trong hộp và ngoài hộp còn bị móp rất nhiều có lẽ vậy nên sách mới bị móp cực kì không hài lòng về cách gói hàng mong sẽ sớm khắc phục,Unknown,0.0
sách không có màng bọc ngoài nhưng vẫn mới sách có 1 bookmark và 1 thư cảm ơn sách khổ to dày và nặng không thích hợp mang đi nhiều nơi bên mình nội dung khá thú vị đây là tiểu thuyết chứ không phải là sách nghiên cứu khoa học nhé giao hàng nhanh mình ở hn,Unknown,2.0
tò mò đặt thử đọc thử phát hiện bản thân bị cuốn vào những câu chuyện ở trong sách khi nào không hay nội dung rất thú vị tuy nhiên không phải câu chuyện nào cũng hiểu được có lẽ do kiến thức bản thân không đủ hoặc có lẽ chưa đủ sâu trong ý thức suy nghĩ mn có thể tham khảo những bài review trên mạng để rõ hơn về nội dung sách màu giấy ngả ngà đọc lâu không nhức mắt chất lượng giấy cũng như mực in ổn áp tuy nhiên mình có chút góp ý nho nhỏ về một số lỗi hình thức mình nhận thấy thiếu chấm câu thiếu dấu hay thiếu chữ cái hy vọng nhà xuất bản để ý và sửa chữa để sách được hoàn thiện kể cả nội dung và hình thức đáng mua,Unknown,1.0
_đóng hàng hơi sơ sài mà may sai 1 đóng sách của mik đều ổn ko hư chổ nào cả mà sách to hơn mình tưởng tượng _đúng thật là hơi khó hiểu nhưng rất thik cáu vibe của sách này cứ cuốn sao ấy thấy giống mấy bn rewiew trên mạng có mấy trang cho mn đọc thử,_đóng hàng hơi sơ sài mà may sai 1 đóng sách: BOOK,0.0
sách thì ok có đầy đủ markbook giao nhanh hqua mình đặt nay nhận được luôn nhma đóng gói quá sơ sài mình không biết là do không bọc màn chống sốc nên nó bị xước trong quá trình vận chuyển hay xước trước đó rồi nhma bìa sách của mình bị xước khá nhiều ảnh hưởng đến thẩm mỹ một chút bên trong sách thì vài tờ bị hơi nhăn chứ nói chung là sách không bị hư hại gì cho 4 nếu lần sau mình mua nữa mà vẫn còn tình trạng đóng hàng sơ sài như này thì mình cho 1 luôn,Unknown,0.0
cuốn sách là những câu chuyện phỏng vấn của tác giả với các bệnh nhân tâm thần cũng có những người bị cho là tâm thần và những người không biết bản thân có tâm thần hay không khá là nhức não khi đọc nhưng thật sự là mở mang tầm mắt với những tư duy hoàn hảo của những người bị cho là bệnh tâm thần,Unknown,0.0
sách hay lắm đọc sách giúp mình có thêm nhiều quan điểm mới thú vị các góc nhìn đa chiều ngoài ra còn truyền cảm hứng cho mình thích vật lí lượng tử không gian bốn chiều và ti tỉ những thứ khác nữa có nhiều câu chuyện thú vị được kể dưới góc nhìn của bệnh nhân tâm thần cực kì đáng tiền đáng đọc,Unknown,0.0
giao hàng nhanh chưa đọc nên không biết nội dung như thế nào nhg tiki mà bọc thêm 1 lớp nilon ngoài sách thì sẽ tốt hơn đó hôm đấy trời vừa mưa hộp ướt may mà sách bên trong ko seo nhưng sách vẫn cong và hơi bụi nha nếu mà ướt chắc em thề ko bao h mua sách của tiki nữa,Unknown,0.0
sách siêu đẹp nội dung vô cùng quốn hút giao hàng trong thời gian ngắn ko những thế lại còn đc tặng thêm bọc sách mà cái đánh dấu sách nx đóo bật mí cho mn là mua trên đây mik đc giảm giá đó nha từ 179k còn có 125k hoi,Unknown,2.0
sách cực hay về kinh tế vĩ mô dù bạn đang hoạt động trong lĩnh vực kinh doanh đầu tư thì những kiến thức về lạm phát lãi suất giá cả quy luật cung cầu đều cần thiết sách giao hàng nhanh cho shop 5 sao,Unknown,2.0
sách quá hay cho nhập môn kinh tế xuất sắc người viết ra hẳn rất thông thái và trình bày rất thông minh thêm một lời khen của dịch giả nữa xứng đáng với bản gốc tiếng anh quá nổi của sách sách đáng đọc cho những người không xuất thân từ ngành kinh tế và những người đã đọc nhiều về kinh tế thì sẽ càng biết chắc chắn rằng đây là một cuốn sách hay,Unknown,0.0
cuốn sách mà em chờ đợi ngày ra mắt từ rất lâu cám ơn a thái và team happy live chất lượng giao hàng nhanh chóng sách thì sịn sò bìa cứng có áo bìa kiến thức thì khỏi bàn ạ nhưng ưng nhất là chất liệu giấythơm,Unknown,1.0
đúng như cái tên a bờ cờ mặc dù mình không phải dân về kinh tế nhưng đọc xong cuốn này thực sự mở mang cho mình rất nhiều về những thứ xoay quanh kinh tế học có thêm nhiều góc nhìn hơn để nhìn nhận tình hình kinh tế và các mối liên hệ xung quanh sách rất hay luôn ủng hộ happy live vì luôn mang đến cho khách hàng những sản phẩm chất lượng và chỉn chu nhất,Unknown,1.0
basic economics là cuốn sách người trái ngành đọc vẫn hiểu không cần phải có nền hoặc chuyên ngành kinh tế thì mới đọc đọc để thấy mình cũng là mắc xích trong nền kinh tế và hiểu cách nền kinh tế vận hành để hỗ trợ cho việc đầu tư hay kinh doanh,Unknown,0.0
sách cung cấp kiến thức cơ bản về cách vận hành của nền kinh tế cách để nền kinh tế duy trì và tồn tại không phải là quyển highly recommend để vào ttck sách đẹp trình bày dễ hiểu,Unknown,2.0
chưa đọc nhưng nghĩ là sẽ rất hay xem khi xem video anh thái review quà tặng bookmart 1 tinh hoa tưởng là cái để ghi chép gì được ai ngờ chỉ là tấm bìa cứng vô dụng tiki giao hàng chậm trễ 1 ngày so với ghi trong thanh toán,Unknown,0.0
sách đẹp bao bọc cẩn thận vẫn như mọi khi tới từ đội ngũ happylive nội dung thì chưa đọc nhưng chất lượng thì ko phải bàn rồi hạnh phúc khi nhận nó vào 1 ngày uptrend,Unknown,0.0
tiki giao hàng nhanh như một cơn gió sách siêu mới mùi giấy siêu thơm được bạn giới thiệu cuốn này hay nên mong đọc xong sẽ được thông não thêm,Unknown,1.0
sách hay phù hợp cho ai bắt đầu tìm hiểu về kinh tế học sách dày in ấn tốt đóng gói cẩn thận giao hàng nhanh chóng hậu mãi khá tốt cho 5,Unknown,2.0
mặc dù mới đọc được một ít nhưng mk thật sự thấy cuốn sách này đáng để mua qua những câu chuyện mà mk thấy đc cách ứng xử khôn khéo thì sẽ giải quyết được rất nhiều vấn đề mà tưởng chừng k thể giải quyết đc bề ngoài của cuốn sách thì khỏi phải chê rồi rất đẹp khuyên mn nên đọc thử nha,Unknown,0.0
sách hay ok nhưng dịch vụ của tiki thì tồi tệ mình đặt hàng từ 1010 và đã thanh toán trả trước dự kiến giao 2010 mà đến 2010 k giao cũng k có thông báo trễ giao cho kh mình phản ảnh lên tổng đài 19006035 thì được thông báo hàng vẫn trong kho chưa được vận chuyển đi hẹn sẽ thúc đẩy sau đó thì mail báo chậm 710 ngày đến 2910 vẫn k thấy giao hàng mình đã phản ánh tiếp lên tiki hỗ trợ cũng với chỉ 1 câu sẽ thúc đẩy và không nói rõ ngày nào phải giao được hàng sau khi hết kiên nhẫn 3010 mình báo hủy đơn đó gao hàng chậm trễ thì 3110 hàng mới đc giao đến nơi dịch vụ hỗ trợ thúc đẩy giao hàng của tiki quá tồi tệ,Unknown,0.0
sách thì ko có gì để bàn mua lại lần 2 để tặng bạn complain với tiki về việc nhà bán hàng là fahasa tự ý huỷ đơn của khách mà ko thông báo cũng ko nhận đc phản hồi từ fahasa lẫn tiki hụt hẫng,Unknown,0.0
rất buồn do sách không được bao trong hộp cẩn thận và bị cấn vài góc sách nhưng sách vẫn ổn chữ rõ ràng giấy không bị nhàu nát và đặc biệt là giao hàng rất nhanh,Unknown,2.0
sản phẩm tốt không bị nhàu hay có bất kỳ hư hỏng gì khi nhận hàng thì thấy hộp bên ngoài bị ướt nhưng đã được bọc một lớp lion bóng chống va đập bên trong thấy sách không sao nên cũng yên tâm chất lượng thì khỏi nói rồi 5 sao nhé d,Unknown,0.0
đã mua ở tiki rất rất nhiều sách nhưng đây là lần đâu tiên tôi cảm thấy sốc tôi đã đọc cuốn này nhưng muốn mua bản mới để lưu giữ đến hôm nay tôi mới mở cuốn sách ra lần đầu tiên nhưng rất nhiều trang sách đã có dấu bút bi gạch dưới nếu như tôi kiểm tra ngay khi giao hàng thì sự việc tôi trình bày có cơ sở hơn nhưng bây giờ đã mấy tháng và tôi chỉ muốn nhận xét ở đây để tiki lưu ý là một người không có thói quen viết hay tô màu vào sách thì tôi thật sự cảm thấy nghi ngờ và đáng thất vọng về sản phẩm này của tiki,Unknown,0.0
đây là 1 cuốn sách ai cũng nên đọc nội dung sách là những nguyên lý căn bản nhất dạy về cách đối nhân xử thế đọc các ví dụ trong sách nhìn lại bản thân mình thấy được nhiều hành động mà bản thân cần phải sửa chất lượng giấy của sách lại hơi tệ,Unknown,2.0
giao hang khá nhanh sách ok rất đẹp về nội dung thì khỏi phai bàn cai nữa vì nó đã qua là nổi tiếng và kinh điển rồi mọi ngươi nên mua để phát triên bản thân nhé,Unknown,1.0
sách còn seal nhưng khi gỡ ra lại bị rắch chút xíu ở gáy nói chung cũng ổn với lại giá cũng được giảm nữa nội dung sách thì không có gì đặc biệt cho lắm vì mình không phải là người hay đọc truyện trinh thám cũng nên thử đọc cho biết mà tiki giao sách nhanh lắm,Unknown,2.0
mình khá bất ngờ với tốc độ giao hàng của tiki hệ thông ghi 3 4 ngày mới tới vậy mà chỉ trong 15 ngày mình đã nhận đc hàng sách bọc kĩ càng không cong góc mùi sách mới thơm phức nội dung sách thì khỏi bàn người ghét người thích đủ cả 5 cho tiki,Unknown,0.0
Kanae Minato cung cấp một nguồn tài liệu quý giá để nâng cao kỹ năng thuyết trình thông qua việc sử dụng câu chuyện trong Nghệ Thuật Thuyết Trình Bằng Câu Chuyện,"Kanae Minato: AUTHOR, Nghệ Thuật Thuyết Trình Bằng Câu Chuyện: BOOK",2.0
